Status,OID,Name,Agency Representative,Abbreviation,Aliases,Operating Location,Expected Launch Date,Expected Mission End Date,Transmitting Frequency Bands,Special Request,Simulator,Family,Protocols,Other Protocols,Description,More Info,Requestor Contact,Requestor Organization,Notes,References,Created By,Creation date,Updated By,Update date
Assigned,1.3.112.4.7.1412,G36,Mrs. Lisa Cacciatore  [National Aeronautics and Space Administration],G36,[],Near Earth,2022-07-01,,,,False,CCSDS Standard,[],[],,,1.3.112.4.2.380,1.3.112.4.1.145,,[],1.3.112.4.2.380,2020-08-07 15:21:47.848875+00:00,1.3.112.4.2.379,2021-05-14 17:58:28.803036+00:00
Assigned,1.3.112.4.7.1413,SVOM,Mr. Yonghui Huang  [China National Space Administration],SVOM,[],Near Earth,2021-11-01,,,,False,CCSDS Standard,[],[],,,1.3.112.4.2.357,1.3.112.4.1.9,SVOM (Space Variable Object Monitor) is a Sino-French joint mission.,[],1.3.112.4.2.357,2020-08-18 00:53:45.565550+00:00,,2021-05-14 17:58:28.816536+00:00
Assigned,1.3.112.4.7.1414,UmbraSAR-2001,Mrs. Lisa Cacciatore  [National Aeronautics and Space Administration],USAR,[],Near Earth,2020-12-18,,,,False,CCSDS Standard,[],[],Commercial Synthetic Aperture Radar microsatellite for near earth observation.,http://www.umbralab.com,1.3.112.4.2.382,1.3.112.4.1.293,,[],1.3.112.4.2.382,2020-08-22 20:13:30.768757+00:00,1.3.112.4.2.379,2021-05-14 17:58:28.831231+00:00
Assigned,1.3.112.4.7.1415,GRG-03,Dr. Osvaldo Peinado  [Deutsche Zentrum für Luft- und Raumfahrt],GRG-03,['GR3'],Near Earth,2024-09-05,,,,False,CCSDS Standard,[],[],,,1.3.112.4.2.13,1.3.112.4.1.11,,[],1.3.112.4.2.13,2020-08-25 07:04:12.489981+00:00,,2021-05-14 17:58:28.845189+00:00
Assigned,1.3.112.4.7.1416,RApid-Innovative-payload-demonstration-SatellitE-2,Mr. Tsutomu Shigeta  [Japan Aerospace Exploration Agency],RAISE-2,[],Near Earth,2021,,,,False,CCSDS Standard,[],[],,,1.3.112.4.2.16,1.3.112.4.1.14,,[],1.3.112.4.2.16,2020-08-31 02:02:31.512259+00:00,,2021-05-14 17:58:28.859456+00:00
Assigned,1.3.112.4.7.1417,HTV-X05,Mr. Tsutomu Shigeta  [Japan Aerospace Exploration Agency],HTV-X05,[],Near Earth,2024,,,,False,CCSDS Standard,[],[],,,1.3.112.4.2.16,1.3.112.4.1.14,,[],1.3.112.4.2.16,2020-09-03 01:04:55.317704+00:00,,2021-05-14 17:58:28.874179+00:00
Assigned,1.3.112.4.7.1418,DRUMS,Mr. Tsutomu Shigeta  [Japan Aerospace Exploration Agency],DRUMS,[],Near Earth,2021,,,,False,CCSDS Standard,[],[],,,1.3.112.4.2.16,1.3.112.4.1.14,,[],1.3.112.4.2.16,2020-09-03 01:48:23.165616+00:00,,2021-05-14 17:58:28.888680+00:00
Assigned,1.3.112.4.7.1419,SES-22,Dr Harald Ernst  [European Space Agency],SES-22,[],Near Earth,2022-09-30,,,,False,CCSDS Standard,[],[],,,1.3.112.4.2.374,1.3.112.4.1.98,,[],1.3.112.4.2.374,2020-09-09 15:43:15.898752+00:00,1.3.112.4.2.39,2021-05-14 17:58:28.902530+00:00
Assigned,1.3.112.4.7.1421,GHALIB,Dr Harald Ernst  [European Space Agency],GHALIB,[],Near Earth,2020-12-15,,,,False,CCSDS Standard,[],[],,,1.3.112.4.2.172,1.3.112.4.1.146,,[],1.3.112.4.2.172,2020-10-12 08:33:43.440298+00:00,1.3.112.4.2.39,2021-05-14 17:58:28.929701+00:00
Assigned,1.3.112.4.7.1422,DROR1,Dr Harald Ernst  [European Space Agency],DR1,['DROR1'],Near Earth,2023-11-01,,,Please provide SC ID for TLM and TC,False,CCSDS Standard,[],[],Israeli communication Satellite that will be located at 4W,,1.3.112.4.2.383,1.3.112.4.1.64,New Israeli communication satellite,[],1.3.112.4.2.383,2020-10-18 12:12:30.525788+00:00,1.3.112.4.2.39,2021-05-14 17:58:28.942930+00:00
Assigned,1.3.112.4.7.1423,SATRIA,Dr Harald Ernst  [European Space Agency],NST,[],Near Earth,2023-05-01,,,,False,CCSDS Standard,[],[],,,1.3.112.4.2.374,1.3.112.4.1.98,,[],1.3.112.4.2.374,2020-10-26 16:36:39.380913+00:00,1.3.112.4.2.39,2021-05-14 17:58:28.957187+00:00
Assigned,1.3.112.4.7.1424,THURAYA T4,Mr. Jean-Marc Soula  [Centre National d'Etudes Spatiales],THUR-T4,[],Near Earth,2024-07-01,,,,False,CCSDS Standard,[],[],Geostationary télécommunications satellite - Expected lifetime = 16 years,,1.3.112.4.2.11,1.3.112.4.1.8,,[],1.3.112.4.2.11,2020-10-29 11:09:05.375014+00:00,,2021-05-14 17:58:28.971125+00:00
Assigned,1.3.112.4.7.1425,ADRAS-J,Mr. Tsutomu Shigeta  [Japan Aerospace Exploration Agency],ADRAS-J,[],Near Earth,2023,,,,False,CCSDS Standard,[],[],,,1.3.112.4.2.16,1.3.112.4.1.14,,[],1.3.112.4.2.16,2020-10-30 01:49:05.211171+00:00,,2021-05-14 17:58:28.985123+00:00
Assigned,1.3.112.4.7.1426,Global Observing SATellite for Greenhouse gases and Water cycle,Mr. Tsutomu Shigeta  [Japan Aerospace Exploration Agency],GOSAT-GW,[],Near Earth,2023,,,,False,CCSDS Standard,[],[],,,1.3.112.4.2.16,1.3.112.4.1.14,,[],1.3.112.4.2.16,2020-11-02 08:02:26.425628+00:00,,2021-05-14 17:58:28.998998+00:00
Assigned,1.3.112.4.7.1427,Earth Return Orbiter,Dr Harald Ernst  [European Space Agency],ERO,['ERO'],Deep Space,2026-09-10,,,,False,CCSDS Standard,[],[],,,1.3.112.4.2.378,1.3.112.4.1.12.1,"ERO is a Mars mission.  The spacecraft will travel to Mars, collect an in orbit sample, and then return that sample to Earth in 2031.",[],1.3.112.4.2.378,2020-11-05 13:58:54.761258+00:00,1.3.112.4.2.39,2021-05-14 17:58:29.012305+00:00
Assigned,1.3.112.4.7.1428,Sample Fetch Rover,Dr Harald Ernst  [European Space Agency],MSFR,['MSR-SFR'],Deep Space,2026-09-10,,,"The rover will embark 2 UHF transceivers compatible with the Mars Relay Network.  
Please provide two discrete SCiDs as the UHF transceivers will be specifically encoded each with their dedicated/unique SCiD.",False,CCSDS Standard,[],[],"The Sample Fetch Rover(SFR) is part of the Mars Sample Return Campaign.  This is a joint ESA/NASA activity.  SFR will travel to Mars onboard the Sample Return Lander (SRL) under development by NASA.

The SFR UHF transceivers are only foreseen to be operational in the local Mars environment.  
During cruise any comms needs will be supported by a totally separate system.",http://www.esa.int/ESA_Multimedia/Videos/2018/05/Mars_sample_return,1.3.112.4.2.378,1.3.112.4.1.12.1,,[],1.3.112.4.2.378,2020-11-05 14:49:27.486574+00:00,1.3.112.4.2.39,2021-05-14 17:58:29.026445+00:00
Assigned,1.3.112.4.7.1429,BADR-8,Mr. Jean-Marc Soula  [Centre National d'Etudes Spatiales],BADR8,['BADR8'],Near Earth,2023-01-15,,,,False,CCSDS Standard,[],[],Télécommunications satellite of ARABSAT operator ; design lifetime = 16 years,,1.3.112.4.2.11,1.3.112.4.1.8,,[],1.3.112.4.2.11,2020-11-16 16:31:35.377516+00:00,,2021-05-14 17:58:29.039452+00:00
Assigned,1.3.112.4.7.1432,PLATO (Planetary Transits and Oscillations of stars),Dr Harald Ernst  [European Space Agency],PLTO,['PLATO'],Near Earth,2026-12-15,,,"a single SCID for all the link (X-Band TLM, K-Band TLM, X-Band TC)",False,CCSDS Standard,[],[],"PLATO (Planetary Transits and Oscillations of stars) is the Cosmic Vision Programme M3 mission selected by ESA’s Science Programme Committee (SPC) on 19 February 2014 with a target launch date in Dec 2026.
“The PLAnetary Transits and Oscillation of stars (PLATO) mission will detect a large number of terrestrial exoplanets around bright solar-type stars, including planets orbiting in the system habitable zone and characterise their bulk properties.”
The PLATO spacecraft will be launched via an Ariane 6.2 via a circular parking orbit transfer trajectory and further on into a large-amplitude libration orbit around the Sun-Earth Lagrange Point 2 (L2 point). The nominal S/C operational lifetime is 6.5 years with a possible mission extension of 4.5 years accounted for in the design of the spacecraft",https://sci.esa.int/web/plato,1.3.112.4.2.39,1.3.112.4.1.12,Lagrange L2 position,[],1.3.112.4.2.39,2020-11-30 10:55:57.734892+00:00,,2021-05-14 17:58:29.080942+00:00
Assigned,1.3.112.4.7.1433,TDP-M1,Mr. Jean-Marc Soula  [Centre National d'Etudes Spatiales],TDPM1,[],Near Earth,2025-01-15,,,Same GSCId on Forward and Return links in both S and X bands,False,CCSDS Standard,[],[],Telecommunications - Geostationary satellite - Expected lifetime = 18 years,,1.3.112.4.2.11,1.3.112.4.1.8,,[],1.3.112.4.2.11,2020-12-01 10:05:45.826651+00:00,,2021-05-14 17:58:29.095430+00:00
Assigned,1.3.112.4.7.1434,Galaxy 37,Mrs. Lisa Cacciatore  [National Aeronautics and Space Administration],Galaxy-37,[],Near Earth,2023-01-01,,,,False,CCSDS Standard,[],[],,,1.3.112.4.2.380,1.3.112.4.1.145,,[],1.3.112.4.2.380,2020-12-07 19:51:45.067358+00:00,1.3.112.4.2.379,2021-05-14 17:58:29.110130+00:00
Assigned,1.3.112.4.7.1440,Lunar Trailblazer,Mrs. Lisa Cacciatore  [National Aeronautics and Space Administration],Lunar-Trailblazer,[],Near Earth,2025-01-01,,,,False,CCSDS Standard,[],[],,,1.3.112.4.2.125,1.3.112.4.1.80,,[],1.3.112.4.2.125,2020-12-15 15:54:09.800881+00:00,1.3.112.4.2.379,2021-05-14 17:58:29.192555+00:00
Assigned,1.3.112.4.7.1441,ALTIUS,Dr Harald Ernst  [European Space Agency],ALTS,[],Near Earth,2024-05-01,,,,False,CCSDS Standard,[],[],,,1.3.112.4.2.39,1.3.112.4.1.12,,[],1.3.112.4.2.39,2021-01-20 14:06:31.520602+00:00,,2021-05-14 17:58:29.205548+00:00
Assigned,1.3.112.4.7.1442,MASTEN-XL1,Mrs. Lisa Cacciatore  [National Aeronautics and Space Administration],MASTEN-XL1,"['XL1', 'XL-1']",Near Earth,2022-12-07,,,,False,CCSDS Standard,[],[],,,1.3.112.4.2.395,1.3.112.4.1.297,,[],1.3.112.4.2.395,2021-01-22 17:34:23.212329+00:00,1.3.112.4.2.379,2021-05-14 17:58:29.218961+00:00
Assigned,1.3.112.4.7.1443,Angosat-2,Mr. Kirll Borisov  [State Space Corporation],ASAT2,[],Near Earth,2022-03-01,,,,False,CCSDS Standard,[],[],,,1.3.112.4.2.55,1.3.112.4.1.285,,[],1.3.112.4.2.55,2021-01-25 08:22:47.300278+00:00,,2021-05-14 17:58:29.232551+00:00
Assigned,1.3.112.4.7.1444,ASTROBOTIC PEREGRINE Mission 1,Mrs. Lisa Cacciatore  [National Aeronautics and Space Administration],ASTROBOTIC-PEREGRINE-Mission-1,[],Near Earth,2021-06-18,,,,False,CCSDS Standard,[],[],,,1.3.112.4.2.380,1.3.112.4.1.145,,[],1.3.112.4.2.380,2021-02-05 17:17:57.581726+00:00,1.3.112.4.2.379,2021-05-14 17:58:29.251526+00:00
Assigned,1.3.112.4.7.1445,PLATINO-1,Mr. Massimo Calabrese  [Agenzia Spaziale Italiana],"PLT-1,PLT#1,PLT1",['PLATINO SAR'],Near Earth,2022-11-30,,,,False,CCSDS Standard,[],[],,,1.3.112.4.2.26,1.3.112.4.1.5,,[],1.3.112.4.2.26,2021-02-23 09:58:58.154941+00:00,,2021-05-14 17:58:29.265522+00:00
Assigned,1.3.112.4.7.1447,MEP1,Mrs. Lisa Cacciatore  [National Aeronautics and Space Administration],MEP1,[],Near Earth,2024-05-01,,,,False,CCSDS Standard,[],[],,,1.3.112.4.2.380,1.3.112.4.1.145,,[],1.3.112.4.2.380,2021-03-15 15:38:53.013217+00:00,1.3.112.4.2.379,2021-05-14 17:58:29.294609+00:00
Assigned,1.3.112.4.7.1448,MEP2,Mrs. Lisa Cacciatore  [National Aeronautics and Space Administration],MEP2,[],Near Earth,2024-05-01,,,,False,CCSDS Standard,[],[],,,1.3.112.4.2.380,1.3.112.4.1.145,,[],1.3.112.4.2.380,2021-03-15 15:41:16.628470+00:00,1.3.112.4.2.379,2021-05-14 17:58:29.312761+00:00
Assigned,1.3.112.4.7.1449,MEP3,Mrs. Lisa Cacciatore  [National Aeronautics and Space Administration],MEP3,[],Near Earth,2024-05-01,,,,False,CCSDS Standard,[],[],,,1.3.112.4.2.380,1.3.112.4.1.145,,[],1.3.112.4.2.380,2021-03-15 15:42:30.602392+00:00,1.3.112.4.2.379,2021-05-14 17:58:29.329259+00:00
Assigned,1.3.112.4.7.1450,MRV1,Mrs. Lisa Cacciatore  [National Aeronautics and Space Administration],MRV1,[],Near Earth,2024-05-01,,,,False,CCSDS Standard,[],[],,,1.3.112.4.2.380,1.3.112.4.1.145,,[],1.3.112.4.2.380,2021-03-15 15:43:56.609173+00:00,1.3.112.4.2.379,2021-05-14 17:58:29.342743+00:00
Assigned,1.3.112.4.7.1451,ICEYE-X11,Dr Harald Ernst  [European Space Agency],ICEYE-X11,[],Near Earth,2021-06-30,,,,False,CCSDS Standard,[],[],,,1.3.112.4.2.141,1.3.112.4.1.102,,[],1.3.112.4.2.141,2021-03-22 06:28:18.901438+00:00,1.3.112.4.2.39,2021-05-14 17:58:29.356390+00:00
Assigned,1.3.112.4.7.1452,ICEYE-X12,Dr Harald Ernst  [European Space Agency],ICEYE-X12,[],Near Earth,2021-06-30,,,,False,CCSDS Standard,[],[],,,1.3.112.4.2.141,1.3.112.4.1.102,,[],1.3.112.4.2.141,2021-03-22 06:29:01.641765+00:00,1.3.112.4.2.39,2021-05-14 17:58:29.369364+00:00
Assigned,1.3.112.4.7.1453,ICEYE-X13,Dr Harald Ernst  [European Space Agency],ICEYE-X13,[],Near Earth,2021-06-30,,,,False,CCSDS Standard,[],[],,,1.3.112.4.2.141,1.3.112.4.1.102,,[],1.3.112.4.2.141,2021-03-22 06:29:41.369580+00:00,1.3.112.4.2.39,2021-05-14 17:58:29.382623+00:00
Assigned,1.3.112.4.7.1454,ICEYE-X14,Dr Harald Ernst  [European Space Agency],ICEYE-X14,[],Near Earth,2021-12-15,,,,False,CCSDS Standard,[],[],,,1.3.112.4.2.141,1.3.112.4.1.102,,[],1.3.112.4.2.141,2021-03-22 06:30:28.953146+00:00,1.3.112.4.2.39,2021-05-14 17:58:29.395655+00:00
Assigned,1.3.112.4.7.1455,ICEYE-X15,Dr Harald Ernst  [European Space Agency],ICEYE-X15,[],Near Earth,2021-06-30,,,,False,CCSDS Standard,[],[],,,1.3.112.4.2.141,1.3.112.4.1.102,,[],1.3.112.4.2.141,2021-03-22 06:31:08.105274+00:00,1.3.112.4.2.39,2021-05-14 17:58:29.408802+00:00
Assigned,1.3.112.4.7.1456,ICEYE-X16,Dr Harald Ernst  [European Space Agency],ICEYE-X16,[],Near Earth,2021-10-01,,,,False,CCSDS Standard,[],[],,,1.3.112.4.2.141,1.3.112.4.1.102,,[],1.3.112.4.2.141,2021-03-22 06:31:49.410207+00:00,1.3.112.4.2.39,2021-05-14 17:58:29.423269+00:00
Assigned,1.3.112.4.7.1457,ICEYE-X17,Dr Harald Ernst  [European Space Agency],ICEYE-X17,[],Near Earth,2021-10-01,,,,False,CCSDS Standard,[],[],,,1.3.112.4.2.141,1.3.112.4.1.102,,[],1.3.112.4.2.141,2021-03-22 06:32:34.552152+00:00,1.3.112.4.2.39,2021-05-14 17:58:29.436938+00:00
Assigned,1.3.112.4.7.1458,Masten XL1,Mrs. Lisa Cacciatore  [National Aeronautics and Space Administration],Masten-XL1,[],Near Earth,2023-12-01,,,,False,CCSDS Standard,[],[],,,1.3.112.4.2.380,1.3.112.4.1.145,,[],1.3.112.4.2.380,2021-03-22 13:57:05.860080+00:00,1.3.112.4.2.379,2021-05-14 17:58:29.450608+00:00
Assigned,1.3.112.4.7.1459,KINEIS-1A,Sylvain Teodomante  [Centre National d'Etudes Spatiales],KIN-1A,['KIN-1A'],Near Earth,2023,,,,False,CCSDS Standard,[],[],,,1.3.112.4.2.396,1.3.112.4.1.8,,[],1.3.112.4.2.396,2021-04-22 13:16:09.492488+00:00,,2021-05-14 17:58:29.465348+00:00
Assigned,1.3.112.4.7.1460,KINEIS-1B,Sylvain Teodomante  [Centre National d'Etudes Spatiales],KIN-1B,['KIN-1B'],Near Earth,2023,,,,False,CCSDS Standard,[],[],,,1.3.112.4.2.396,1.3.112.4.1.8,,[],1.3.112.4.2.396,2021-04-22 13:19:06.077645+00:00,,2021-05-14 17:58:29.478578+00:00
Assigned,1.3.112.4.7.1461,KINEIS-1C,Sylvain Teodomante  [Centre National d'Etudes Spatiales],KIN-1C,['KIN-1C'],Near Earth,2023,,,,False,CCSDS Standard,[],[],,,1.3.112.4.2.396,1.3.112.4.1.8,,[],1.3.112.4.2.396,2021-04-22 13:22:12.793507+00:00,,2021-05-14 17:58:29.491945+00:00
Assigned,1.3.112.4.7.1462,KINEIS-1D,Sylvain Teodomante  [Centre National d'Etudes Spatiales],KIN-1D,['KIN-1D'],Near Earth,2023,,,,False,CCSDS Standard,[],[],,,1.3.112.4.2.396,1.3.112.4.1.8,,[],1.3.112.4.2.396,2021-04-22 13:24:44.538219+00:00,,2021-05-14 17:58:29.506330+00:00
Assigned,1.3.112.4.7.1463,KINEIS-1E,Sylvain Teodomante  [Centre National d'Etudes Spatiales],KIN-1E,['KIN-1E'],Near Earth,2023,,,,False,CCSDS Standard,[],[],,,1.3.112.4.2.396,1.3.112.4.1.8,,[],1.3.112.4.2.396,2021-04-22 13:27:05.212393+00:00,,2021-05-14 17:58:29.519322+00:00
Assigned,1.3.112.4.7.1464,KINEIS-2A,Sylvain Teodomante  [Centre National d'Etudes Spatiales],KIN-2A,['KIN-2A'],Near Earth,2023,,,,False,CCSDS Standard,[],[],,,1.3.112.4.2.396,1.3.112.4.1.8,,[],1.3.112.4.2.396,2021-04-22 13:31:05.585680+00:00,,2021-05-14 17:58:29.532172+00:00
Assigned,1.3.112.4.7.1465,KINEIS-2B,Sylvain Teodomante  [Centre National d'Etudes Spatiales],KIN-2B,['KIN-2B'],Near Earth,2023,,,,False,CCSDS Standard,[],[],,,1.3.112.4.2.396,1.3.112.4.1.8,,[],1.3.112.4.2.396,2021-04-22 13:33:07.601105+00:00,,2021-05-14 17:58:29.545419+00:00
Assigned,1.3.112.4.7.1466,KINEIS-2C,Sylvain Teodomante  [Centre National d'Etudes Spatiales],KIN-2C,['KIN-2C'],Near Earth,2023,,,,False,CCSDS Standard,[],[],,,1.3.112.4.2.396,1.3.112.4.1.8,,[],1.3.112.4.2.396,2021-04-22 13:36:00.145682+00:00,,2021-05-14 17:58:29.558484+00:00
Assigned,1.3.112.4.7.1467,KINEIS-2D,Sylvain Teodomante  [Centre National d'Etudes Spatiales],KIN-2D,['KIN-2D'],Near Earth,2023,,,,False,CCSDS Standard,[],[],,,1.3.112.4.2.396,1.3.112.4.1.8,,[],1.3.112.4.2.396,2021-04-22 13:39:13.502510+00:00,,2021-05-14 17:58:29.572522+00:00
Assigned,1.3.112.4.7.1468,KINEIS-2E,Sylvain Teodomante  [Centre National d'Etudes Spatiales],KIN-2E,['KIN-2E'],Near Earth,2023,,,,False,CCSDS Standard,[],[],,,1.3.112.4.2.396,1.3.112.4.1.8,,[],1.3.112.4.2.396,2021-04-22 13:40:59.248663+00:00,,2021-05-14 17:58:29.585894+00:00
Assigned,1.3.112.4.7.1469,KINEIS-3A,Sylvain Teodomante  [Centre National d'Etudes Spatiales],KIN-3A,['KIN-3A'],Near Earth,2023,,,,False,CCSDS Standard,[],[],,,1.3.112.4.2.396,1.3.112.4.1.8,,[],1.3.112.4.2.396,2021-04-22 13:42:57.424303+00:00,,2021-05-14 17:58:29.599192+00:00
Assigned,1.3.112.4.7.1470,KINEIS-3B,Sylvain Teodomante  [Centre National d'Etudes Spatiales],KIN-3B,['KIN-3B'],Near Earth,2023,,,,False,CCSDS Standard,[],[],,,1.3.112.4.2.396,1.3.112.4.1.8,,[],1.3.112.4.2.396,2021-04-22 13:44:54.209761+00:00,,2021-05-14 17:58:29.611839+00:00
Assigned,1.3.112.4.7.1471,KINEIS-3C,Sylvain Teodomante  [Centre National d'Etudes Spatiales],KIN-3C,['KIN-3C'],Near Earth,2023,,,,False,CCSDS Standard,[],[],,,1.3.112.4.2.396,1.3.112.4.1.8,,[],1.3.112.4.2.396,2021-04-22 13:46:51.138503+00:00,,2021-05-14 17:58:29.625245+00:00
Assigned,1.3.112.4.7.1472,KINEIS-3D,Sylvain Teodomante  [Centre National d'Etudes Spatiales],KIN-3D,['KIN-3D'],Near Earth,2023,,,,False,CCSDS Standard,[],[],,,1.3.112.4.2.396,1.3.112.4.1.8,,[],1.3.112.4.2.396,2021-04-22 13:48:29.393224+00:00,,2021-05-14 17:58:29.638653+00:00
Assigned,1.3.112.4.7.1473,KINEIS-3E,Sylvain Teodomante  [Centre National d'Etudes Spatiales],KIN-3E,['KIN-3E'],Near Earth,2023,,,,False,CCSDS Standard,[],[],,,1.3.112.4.2.396,1.3.112.4.1.8,,[],1.3.112.4.2.396,2021-04-22 13:49:58.160883+00:00,,2021-05-14 17:58:29.651913+00:00
Assigned,1.3.112.4.7.1474,KINEIS-4A,Sylvain Teodomante  [Centre National d'Etudes Spatiales],KIN-4A,['KIN-4A'],Near Earth,2023,,,,False,CCSDS Standard,[],[],,,1.3.112.4.2.396,1.3.112.4.1.8,,[],1.3.112.4.2.396,2021-04-22 13:51:43.949965+00:00,,2021-05-14 17:58:29.666347+00:00
Assigned,1.3.112.4.7.1475,KINEIS-4B,Sylvain Teodomante  [Centre National d'Etudes Spatiales],KIN-4B,['KIN-4B'],Near Earth,2023,,,,False,CCSDS Standard,[],[],,,1.3.112.4.2.396,1.3.112.4.1.8,,[],1.3.112.4.2.396,2021-04-22 13:53:06.817593+00:00,,2021-05-14 17:58:29.679420+00:00
Assigned,1.3.112.4.7.1476,KINEIS-4C,Sylvain Teodomante  [Centre National d'Etudes Spatiales],KIN-4C,['KIN-4C'],Near Earth,2023,,,,False,CCSDS Standard,[],[],,,1.3.112.4.2.396,1.3.112.4.1.8,,[],1.3.112.4.2.396,2021-04-22 13:54:47.091477+00:00,,2021-05-14 17:58:29.692969+00:00
Assigned,1.3.112.4.7.1477,KINEIS-4D,Sylvain Teodomante  [Centre National d'Etudes Spatiales],KIN-4D,['KIN-4D'],Near Earth,2023,,,,False,CCSDS Standard,[],[],,,1.3.112.4.2.396,1.3.112.4.1.8,,[],1.3.112.4.2.396,2021-04-22 13:56:59.373549+00:00,,2021-05-14 17:58:29.706267+00:00
Assigned,1.3.112.4.7.1478,KINEIS-4E,Sylvain Teodomante  [Centre National d'Etudes Spatiales],KIN-4E,['KIN-4E'],Near Earth,2023,,,,False,CCSDS Standard,[],[],,,1.3.112.4.2.396,1.3.112.4.1.8,,[],1.3.112.4.2.396,2021-04-22 13:59:26.351343+00:00,,2021-05-14 17:58:29.719992+00:00
Assigned,1.3.112.4.7.1479,KINEIS-5A,Sylvain Teodomante  [Centre National d'Etudes Spatiales],KIN-5A,['KIN-5A'],Near Earth,2023,,,,False,CCSDS Standard,[],[],,,1.3.112.4.2.396,1.3.112.4.1.8,,[],1.3.112.4.2.396,2021-04-22 14:00:48.816718+00:00,,2021-05-14 17:58:29.733350+00:00
Assigned,1.3.112.4.7.1480,KINEIS-5B,Sylvain Teodomante  [Centre National d'Etudes Spatiales],KIN-5B,['KIN-5B'],Near Earth,2023,,,,False,CCSDS Standard,[],[],,,1.3.112.4.2.396,1.3.112.4.1.8,,[],1.3.112.4.2.396,2021-04-22 14:02:22.361993+00:00,,2021-05-14 17:58:29.747804+00:00
Assigned,1.3.112.4.7.1481,KINEIS-5C,Sylvain Teodomante  [Centre National d'Etudes Spatiales],KIN-5C,['KIN-5C'],Near Earth,2023,,,,False,CCSDS Standard,[],[],,,1.3.112.4.2.396,1.3.112.4.1.8,,[],1.3.112.4.2.396,2021-04-22 14:03:47.367257+00:00,,2021-05-14 17:58:29.762003+00:00
Assigned,1.3.112.4.7.1482,KINEIS-5D,Sylvain Teodomante  [Centre National d'Etudes Spatiales],KIN-5D,['KIN-5D'],Near Earth,2023,,,,False,CCSDS Standard,[],[],,,1.3.112.4.2.396,1.3.112.4.1.8,,[],1.3.112.4.2.396,2021-04-22 14:05:14.267576+00:00,,2021-05-14 17:58:29.775697+00:00
Assigned,1.3.112.4.7.1483,KINEIS-5E,Sylvain Teodomante  [Centre National d'Etudes Spatiales],KIN-5E,['KIN-5E'],Near Earth,2023,,,,False,CCSDS Standard,[],[],,,1.3.112.4.2.396,1.3.112.4.1.8,,[],1.3.112.4.2.396,2021-04-22 14:06:39.084522+00:00,,2021-05-14 17:58:29.789229+00:00
Assigned,1.3.112.4.7.1484,NAPA-2,Dr Harald Ernst  [European Space Agency],NAPA-2,[],Near Earth,2021-06-30,,,,False,CCSDS Standard,[],[],,,1.3.112.4.2.172,1.3.112.4.1.146,,[],1.3.112.4.2.172,2021-04-27 09:57:33.203513+00:00,1.3.112.4.2.39,2021-05-14 17:58:29.803288+00:00
Assigned,1.3.112.4.7.1485,KSF1-a,Dr Harald Ernst  [European Space Agency],KSF1-a,[],Near Earth,2021-06-30,,,,False,CCSDS Standard,[],[],,,1.3.112.4.2.172,1.3.112.4.1.146,,[],1.3.112.4.2.172,2021-04-27 09:58:41.961204+00:00,1.3.112.4.2.39,2021-05-14 17:58:29.817107+00:00
Assigned,1.3.112.4.7.1486,KSF1-b,Dr Harald Ernst  [European Space Agency],KSF1-b,[],Near Earth,2021-06-30,,,,False,CCSDS Standard,[],[],,,1.3.112.4.2.172,1.3.112.4.1.146,,[],1.3.112.4.2.172,2021-04-27 09:59:22.667582+00:00,1.3.112.4.2.39,2021-05-14 17:58:29.832337+00:00
Assigned,1.3.112.4.7.1487,KSF1-c,Dr Harald Ernst  [European Space Agency],KSF1-c,[],Near Earth,2021-06-30,,,,False,CCSDS Standard,[],[],,,1.3.112.4.2.172,1.3.112.4.1.146,,[],1.3.112.4.2.172,2021-04-27 09:59:57.614928+00:00,1.3.112.4.2.39,2021-05-14 17:58:29.846343+00:00
Assigned,1.3.112.4.7.1488,KSF1-d,Dr Harald Ernst  [European Space Agency],KSF1-d,[],Near Earth,2021-06-30,,,,False,CCSDS Standard,[],[],,,1.3.112.4.2.172,1.3.112.4.1.146,,[],1.3.112.4.2.172,2021-04-27 10:00:36.144292+00:00,1.3.112.4.2.39,2021-05-14 17:58:29.861079+00:00
Assigned,1.3.112.4.7.1489,CO3D1,Sylvain Teodomante  [Centre National d'Etudes Spatiales],CO3D1,['S250-O1'],Near Earth,2023,,,,False,CCSDS Standard,[],[],,,1.3.112.4.2.396,1.3.112.4.1.8,,[],1.3.112.4.2.396,2021-05-05 07:28:38.496915+00:00,,2021-05-14 17:58:29.884594+00:00
Assigned,1.3.112.4.7.1490,CO3D2,Sylvain Teodomante  [Centre National d'Etudes Spatiales],CO3D2,['S250-O2'],Near Earth,2023,,,,False,CCSDS Standard,[],[],,,1.3.112.4.2.396,1.3.112.4.1.8,,[],1.3.112.4.2.396,2021-05-05 07:32:22.369334+00:00,,2021-05-14 17:58:29.903402+00:00
Assigned,1.3.112.4.7.1491,CO3D3,Sylvain Teodomante  [Centre National d'Etudes Spatiales],CO3D3,['S250-O3'],Near Earth,2023,,,,False,CCSDS Standard,[],[],,,1.3.112.4.2.396,1.3.112.4.1.8,,[],1.3.112.4.2.396,2021-05-05 07:36:46.964934+00:00,,2021-05-14 17:58:29.920121+00:00
